순위,종목코드,종목명,시가총액,기준일,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
191,77970,STX엔진,1.41923E+12,2025-10-31,-10.62,48.53,47.29,85.37,-7.92
192,229640,LS에코에너지,1.41181E+12,2025-10-31,22.61,27.7,44.06,68.56,-23.21
193,500,가온전선,1.38962E+12,2025-10-31,51.62,32.28,39.3,123.11,-11.07
194,7340,DN오토모티브,1.3633E+12,2025-10-31,1.97,-19.66,13.11,21.04,3.43
195,20150,롯데에너지머티리얼즈,1.3615E+12,2025-10-31,15.04,4,14.79,-31.76,50.38
196,73240,금호타이어,1.35587E+12,2025-10-31,-0.11,1.4,-2.07,6.43,24.15
197,100090,SK오션플랜트,1.32454E+12,2025-10-31,-13.47,6.69,41.33,58.09,-12.5
198,80,하이트진로,1.32062E+12,2025-10-31,-1.15,-7.01,-2.59,-11.18,-0.11
199,294870,HDC현대산업개발,1.27069E+12,2025-10-31,-5.26,-18.13,-22.73,-2.72,1.82
200,415640,KB발해인프라,1.26099E+12,2025-10-31,14.46,23.23,34.69,,-5.25
1,5930,삼성전자,5.94924E+14,2025-11-28,1.01,44.4,79.79,81.08,16.42
2,660,SK하이닉스,3.85841E+14,2025-11-28,1.73,97.39,154.81,228.99,13.02
3,373220,LG에너지솔루션,9.5472E+13,2025-11-28,-20,12.09,41.18,1.37,-6
4,207940,삼성바이오로직스,7.43896E+13,2025-11-28,-11.37,7.9,6.22,9.19,5.29
5,5380,현대차,5.35442E+13,2025-11-28,4.39,17.79,40.67,19.41,9.37
6,34020,두산에너빌리티,4.89389E+13,2025-11-28,-11.57,21.46,91.96,256.18,-3.66
7,105560,KB금융,4.76065E+13,2025-11-28,7.22,14.39,23.56,27.35,-0.16
8,329180,HD현대중공업,4.74936E+13,2025-11-28,-9.93,6.36,34.59,137.25,-4.3
9,270,기아,4.45461E+13,2025-11-28,0.44,7.95,28.2,20.11,5
10,12450,한화에어로스페이스,4.3932E+13,2025-11-28,-14.46,-6.17,2.4,166.23,2.11
11,68270,셀트리온,4.28664E+13,2025-11-28,3.51,7.66,23.52,8.23,-3.02
12,402340,SK스퀘어,3.94972E+13,2025-11-28,9.56,99.2,175.42,302.7,12.25
13,35420,NAVER,3.8272E+13,2025-11-28,-3.56,12.18,29.99,19.32,-5.12
14,28260,삼성물산,3.82447E+13,2025-11-28,8.7,33.06,48.81,80.58,6.89
15,55550,신한지주,3.78686E+13,2025-11-28,5.41,18,37.81,45.79,-1.54
16,15760,한국전력,3.37031E+13,2025-11-28,19.32,41.51,73.27,116.49,-7.62
17,42660,한화오션,3.30314E+13,2025-11-28,-18.02,-1.82,40.92,199.44,8.07
18,32830,삼성생명,3.058E+13,2025-11-28,-4.5,6.11,58.45,41.71,6.28
19,9540,HD한국조선해양,2.9017E+13,2025-11-28,-10.87,0.37,41.62,93.85,-1.71
20,12330,현대모비스,2.80817E+13,2025-11-28,1.64,2.31,21.85,26.07,15.67
21,267260,HD현대일렉트릭,2.79365E+13,2025-11-28,-7.63,56.88,104.22,123.34,-1.42
22,51910,LG화학,2.64015E+13,2025-11-28,-9.55,32.86,92.88,22.62,-10.16
23,35720,카카오,2.5968E+13,2025-11-28,-7.85,-7.56,40.77,53.66,-1.02
24,86790,하나금융지주,2.59678E+13,2025-11-28,6.14,12.55,33.48,46.01,0.54
25,10130,고려아연,2.59587E+13,2025-11-28,24.84,66.92,79.41,17.41,-4.02
26,5490,POSCO홀딩스,2.50487E+13,2025-11-28,-3.88,7.47,24.05,4.74,-0.48
27,6400,삼성SDI,2.41354E+13,2025-11-28,-4.01,38.66,72.03,12.47,-8.51
28,810,삼성화재,2.21544E+13,2025-11-28,7.24,6.53,22.99,24.42,2.08
29,10140,삼성중공업,2.1648E+13,2025-11-28,-17.86,14.95,56.99,107.77,-2.64
30,316140,우리금융지주,1.94897E+13,2025-11-28,2.51,7.06,44.77,58.04,6.59
31,96770,SK이노베이션,1.94411E+13,2025-11-28,-12.88,12.3,32.49,-2.13,-10.17
32,34730,SK,1.92495E+13,2025-11-28,8.81,27.95,69.97,88.03,-7.72
33,64350,현대로템,1.91763E+13,2025-11-28,-26.18,-6.44,26.13,234.03,2.33
34,138040,메리츠금융지주,1.90291E+13,2025-11-28,-3.21,-13.6,-1.45,3.53,-0.37
35,9150,삼성전기,1.87481E+13,2025-11-28,8.19,55.03,103.57,124.11,3.19
36,3670,포스코퓨처엠,1.83674E+13,2025-11-28,-14.32,42.12,86.71,16.35,-4.99
37,11200,HMM,1.80536E+13,2025-11-28,-8.86,-12.4,-11.8,2.79,6.06
38,298040,효성중공업,1.7726E+13,2025-11-28,-0.73,54.68,220.03,379.45,-7.57
39,33780,KT&G,1.71656E+13,2025-11-28,7.54,6.99,18.68,19.85,-0.48
40,24110,기업은행,1.63871E+13,2025-11-28,5.49,7.09,33.01,36.18,3.16
41,267250,HD현대,1.55221E+13,2025-11-28,-5.07,43.75,101.13,149.68,-4.07
42,150,두산,1.41858E+13,2025-11-28,0.11,55.32,86.58,351.08,-10.16
43,66570,LG전자,1.39431E+13,2025-11-28,-3.93,13.83,20.22,-6.86,7.01
44,10120,LS ELECTRIC,1.38E+13,2025-11-28,19.64,62.26,85.11,220.11,-1.09
45,18260,삼성에스디에스,1.30382E+13,2025-11-28,-0.53,14.31,26.98,12.48,1.25
46,352820,하이브,1.27468E+13,2025-11-28,-3.85,3.28,7.35,47.17,5.01
47,30200,KT,1.27019E+13,2025-11-28,1.41,-6.67,-0.79,3.17,5.95
48,6800,미래에셋증권,1.24614E+13,2025-11-28,-15.8,14.46,62.58,155.85,4.81
49,86280,현대글로비스,1.233E+13,2025-11-28,-2.89,-6.22,46.52,31.52,8.64
50,259960,크래프톤,1.2206E+13,2025-11-28,-9.01,-22.44,-32.77,-18.51,-5.83
51,3550,LG,1.21527E+13,2025-11-28,-5.17,4.37,13.22,0.9,3.43
52,42700,한미반도체,1.17806E+13,2025-11-28,-13.63,39.82,46.45,60.73,7.28
53,17670,SK텔레콤,1.14913E+13,2025-11-28,-0.56,-2.55,3.48,-13.01,-0.75
54,326030,SK바이오팜,1.09482E+13,2025-11-28,20.62,40.36,54.82,35.73,-10.52
55,3230,삼양식품,1.08852E+13,2025-11-28,14.59,-9.52,30.65,176.29,-14.67
56,0126Z0,삼성에피스홀딩스,1.06748E+13,2025-11-28,,,,,58.51
57,47810,한국항공우주,1.0615E+13,2025-11-28,5.01,13.08,29.64,80.9,1.1
58,7660,이수페타시스,1.05709E+13,2025-11-28,42.86,120.52,255.12,570.02,-16.67
59,323410,카카오뱅크,1.03268E+13,2025-11-28,-7.68,-13.92,-8.65,-3.99,-0.23
60,100,유한양행,9.75615E+12,2025-11-28,2.09,5.81,16.75,2.78,-7.62
61,278470,에이피알,9.56353E+12,2025-11-28,3.65,14.32,121.6,397.08,-9.98
62,47050,포스코인터내셔널,9.42946E+12,2025-11-28,-6.46,9.39,8.39,7.41,-6.53
63,71050,한국금융지주,8.93845E+12,2025-11-28,-8.34,21.24,61.53,113.87,-1.37
64,5830,DB손해보험,8.8146E+12,2025-11-28,-5.9,-5.68,25.38,14.85,3.29
65,272210,한화시스템,8.72808E+12,2025-11-28,-17.2,-10.12,1.09,97.44,18.4
66,10950,S-Oil,8.6351E+12,2025-11-28,3.79,26.57,35.99,32.01,6.91
67,79550,LIG넥스원,8.426E+12,2025-11-28,-24.01,-22.94,-10.62,88.67,3.92
68,443060,HD현대마린솔루션,8.34272E+12,2025-11-28,-26.44,-12.22,8.39,40.98,3.12
69,3490,대한항공,8.04562E+12,2025-11-28,-2.24,-8.39,-3.74,-14.15,4.58
70,161390,한국타이어앤테크놀로지,7.61832E+12,2025-11-28,37.58,50.55,60.99,57.89,-5.53
71,720,현대건설,7.46084E+12,2025-11-28,-2.76,7.72,10.2,137.17,2.54
72,5940,NH투자증권,7.35851E+12,2025-11-28,1.72,4.77,27.23,53.65,2.18
73,90430,아모레퍼시픽,7.27065E+12,2025-11-28,0.49,3.58,-8.47,13.83,-4.34
74,39490,키움증권,7.25642E+12,2025-11-28,-8.54,30.31,81.88,112.29,9.34
75,16360,삼성증권,7.03684E+12,2025-11-28,1.16,13.71,38,66.6,1.4
76,180640,한진칼,6.83646E+12,2025-11-28,-8.98,-7.83,-31.96,27.2,16.8
77,377300,카카오페이,6.70293E+12,2025-11-28,-7.12,-17.61,27.51,104.54,-2.92
78,32640,LG유플러스,6.47322E+12,2025-11-28,-1.31,1.55,17.56,27.63,0
79,29780,삼성카드,6.36065E+12,2025-11-28,9.36,8.93,26.79,26.5,2
80,34220,LG디스플레이,6.27E+12,2025-11-28,-12.37,4.76,49.46,26.28,-6.14
81,21240,코웨이,6.18419E+12,2025-11-28,-6.62,-17.94,-5.49,26.1,1.74
82,880,한화,5.95172E+12,2025-11-28,-19.14,-5.02,17.63,169.61,1.76
83,128940,한미약품,5.84822E+12,2025-11-28,12.58,50.41,51.91,59.34,-1.31
84,6260,LS,5.67113E+12,2025-11-28,-17.75,3.29,16.02,95.73,5.76
85,64400,LG씨엔에스,5.61938E+12,2025-11-28,-7.64,-13.69,13.95,,7.07
86,11070,LG이노텍,5.6091E+12,2025-11-28,5.57,41.92,60.24,40.15,14.98
87,307950,현대오토에버,5.53964E+12,2025-11-28,29.32,22.05,42.35,42.86,43.56
88,88980,맥쿼리인프라,5.51718E+12,2025-11-28,2.95,-1.29,-1.87,2.04,-0.35
89,241560,두산밥캣,5.29125E+12,2025-11-28,-9.8,0.91,19.22,42.08,2.36
90,78930,GS,5.24043E+12,2025-11-28,14.87,22.61,32.86,32.71,-5.14
91,1040,CJ,5.13807E+12,2025-11-28,-0.23,9.51,30.35,79.33,-5.17
92,454910,두산로보틱스,5.02355E+12,2025-11-28,7.34,21.66,62.47,11.03,-0.26
93,28050,삼성E&A,5.0078E+12,2025-11-28,-6.41,-11.28,18.56,39.39,-4.5
94,66970,엘앤에프,4.94553E+12,2025-11-28,-14.36,79.63,123.17,19.92,-17.33
95,9830,한화솔루션,4.8044E+12,2025-11-28,-13.6,-1.76,-1.58,63.55,-4.65
96,138930,BNK금융지주,4.7321E+12,2025-11-28,6.66,1.35,41.71,42.92,6.31
97,175330,JB금융지주,4.57622E+12,2025-11-28,9.79,2.34,31.55,20.86,8.09
98,251270,넷마블,4.55554E+12,2025-11-28,-5.53,-13.4,2.71,2.51,-8.77
99,36570,엔씨소프트,4.52424E+12,2025-11-28,-3.45,2.69,33.5,-9.68,-2.62
100,62040,산일전기,4.36584E+12,2025-11-28,-8.43,26.46,119.6,136.24,-9.41
101,302440,SK바이오사이언스,4.29463E+12,2025-11-28,0.74,14.64,27.89,11.61,-10.4
102,51900,LG생활건강,4.23113E+12,2025-11-28,-4.82,-7.37,-15.05,-13.59,-5.97
103,11790,SKC,4.21095E+12,2025-11-28,-8.7,17.18,21,7.03,-5.04
104,271560,오리온,4.17106E+12,2025-11-28,3.43,-1.59,-5.13,2.43,1.14
105,1440,대한전선,4.13913E+12,2025-11-28,11.17,40.68,76.47,91.71,-1.35
106,450080,에코프로머티,4.05608E+12,2025-11-28,-13.95,10.9,27.33,-36.33,-4.31
107,4020,현대제철,4.03006E+12,2025-11-28,-10.52,-5.48,8.05,37.27,3.31
108,111770,영원무역,3.87725E+12,2025-11-28,46.32,52.17,49.32,115.78,-4.46
109,22100,포스코DX,3.86168E+12,2025-11-28,-11.03,10.68,17.05,13.65,10.63
110,35250,강원랜드,3.84879E+12,2025-11-28,4.35,-0.22,5.08,-0.22,3.06
111,36460,한국가스공사,3.83099E+12,2025-11-28,-3.49,4.8,2.47,-7.68,-1.93
112,2380,KCC,3.70566E+12,2025-11-28,-4.03,6.11,41.6,71.6,-1.56
113,82740,한화엔진,3.52147E+12,2025-11-28,-12.45,3.3,54.3,153.15,1.66
114,52690,한전기술,3.51624E+12,2025-11-28,-15.52,-1.92,49.11,31.43,-2.17
115,31210,서울보증보험,3.4422E+12,2025-11-28,-2.18,16.55,51.23,,1.22
116,17800,현대엘리베이터,3.39322E+12,2025-11-28,-0.12,7.43,14.81,64.08,4.72
117,97950,CJ제일제당,3.15385E+12,2025-11-28,-11.6,-9.31,-8.71,-23.26,0.48
118,11170,롯데케미칼,3.08839E+12,2025-11-28,-2.04,12.64,21.34,4.03,0.42
119,11780,금호석유화학,3.04311E+12,2025-11-28,-0.51,5.89,2.45,10.81,4.88
120,4990,롯데지주,2.87976E+12,2025-11-28,-10,-5.02,0.73,26.79,0.73
121,12750,에스원,2.84994E+12,2025-11-28,-1.19,-6.37,13.64,21.36,3.47
122,240,한국앤컴퍼니,2.83382E+12,2025-11-28,25.16,23.35,78.1,69.31,-15.08
123,12510,더존비즈온,2.83168E+12,2025-11-28,0.98,18.27,64.08,31.82,-9.98
124,383220,F&F,2.78109E+12,2025-11-28,12.21,8.2,-2.68,37.76,0.41
125,103140,풍산,2.78001E+12,2025-11-28,-16.43,-16.78,59.23,87.88,6.65
126,990,DB하이텍,2.76689E+12,2025-11-28,7.07,39.63,62.66,96.9,5.82
127,42670,HD현대인프라코어,2.75912E+12,2025-11-28,-12.41,1.95,67.35,89.25,-5.54
128,26960,동서,2.73178E+12,2025-11-28,-1.44,-1.08,8.09,-3.86,5.47
129,4370,농심,2.71894E+12,2025-11-28,1.82,8.36,7.45,28.45,-3.13
130,14680,한솔케미칼,2.69778E+12,2025-11-28,13.33,34.46,92.09,134.48,-6.93
131,1450,현대해상,2.68647E+12,2025-11-28,7.32,6.94,24.69,10.68,1
132,8930,한미사이언스,2.65701E+12,2025-11-28,-2.26,-8.7,12.28,8.82,-4.76
133,439260,대한조선,2.63905E+12,2025-11-28,-12.29,-21.08,,,0.29
134,71970,HD현대마린엔진,2.62892E+12,2025-11-28,-21.72,-8.07,94.48,282.72,21.03
135,103590,일진전기,2.61793E+12,2025-11-28,6.81,49.8,88.98,157.75,-4.19
136,88350,한화생명,2.61428E+12,2025-11-28,-3.83,-3.83,4.7,10.46,8.64
137,30000,제일기획,2.60568E+12,2025-11-28,11.03,15.56,24.38,24.38,-0.66
138,81660,미스토홀딩스,2.5691E+12,2025-11-28,12.06,1.54,19.58,5.04,2.22
139,18880,한온시스템,2.55554E+12,2025-11-28,1.65,12.22,32.15,-2.86,-21.38
140,9420,한올바이오파마,2.44486E+12,2025-11-28,32.02,55.48,85.35,25.3,-9.83
141,353200,대덕전자,2.43131E+12,2025-11-28,36.67,105.86,225.61,227.78,-5.69
142,51600,한전KPS,2.3985E+12,2025-11-28,1.33,5.13,21.83,12.92,-1.69
143,361610,SK아이이테크놀로지,2.33093E+12,2025-11-28,-16.91,1.06,34.75,2.52,-7.19
144,139130,iM금융지주,2.31738E+12,2025-11-28,4.99,1.85,33.77,59.78,8.53
145,1720,신영증권,2.29996E+12,2025-11-28,-1.69,-1.76,30.63,78.67,1.14
146,462870,시프트업,2.26412E+12,2025-11-28,-2.41,-11.32,-21.79,-33.79,-7.42
147,2790,아모레퍼시픽홀딩스,2.26059E+12,2025-11-28,10.49,3.83,10.92,25.33,-5.1
148,3690,코리안리,2.25798E+12,2025-11-28,6.14,7.41,23.96,41,-1.38
149,9970,영원무역홀딩스,2.23952E+12,2025-11-28,17.58,31.56,43.39,94.49,15.25
150,18670,SK가스,2.20961E+12,2025-11-28,-6.27,-2.25,12.47,10.14,-4.18
151,489790,한화비전,2.18867E+12,2025-11-28,-18.97,-19.42,-18.67,24.75,-1.38
152,204320,HL만도,2.1882E+12,2025-11-28,27.15,29.44,36.86,21.99,15.67
153,4800,효성,2.18797E+12,2025-11-28,10.39,53.76,117.83,183.21,-10.25
154,139480,이마트,2.15799E+12,2025-11-28,4.83,7.57,-10.73,21.43,6.27
155,4170,신세계,2.09783E+12,2025-11-28,23.02,30.63,23.44,59.93,13.79
156,120,CJ대한통운,2.08277E+12,2025-11-28,9.08,8.95,13.42,10.13,3.4
157,336260,두산퓨얼셀,2.0827E+12,2025-11-28,-22.06,17.56,96.42,70.24,-10.69
158,69960,현대백화점,2.06375E+12,2025-11-28,11.49,20.16,30.47,103.12,-0.77
159,20150,롯데에너지머티리얼즈,2.04749E+12,2025-11-28,40.14,48.95,76.92,51.55,-18.16
160,69620,대웅제약,2.04271E+12,2025-11-28,25.21,28.22,25.84,36.46,-1.19
161,23530,롯데쇼핑,2.02265E+12,2025-11-28,6.88,7.2,-7.26,22.85,2.8
162,28670,팬오션,2.01533E+12,2025-11-28,-3.33,-4.19,3.29,6.05,3.58
163,6040,동원산업,2.00873E+12,2025-11-28,-8.45,4.84,1.9,34.87,-7.03
164,10060,OCI홀딩스,1.95863E+12,2025-11-28,-11.85,15.8,52.86,68.17,11.43
165,5850,에스엘,1.92297E+12,2025-11-28,16.29,21.94,35.52,32.69,4.35
166,192820,코스맥스,1.88402E+12,2025-11-28,-19.22,-24.2,-18.02,21.17,-2.23
167,97230,HJ중공업,1.87814E+12,2025-11-28,-30.43,34.19,186.11,364.29,4.33
168,282330,BGF리테일,1.87185E+12,2025-11-28,3.34,-8.3,6.18,-0.64,-0.55
169,7070,GS리테일,1.80174E+12,2025-11-28,16.93,31.4,41.59,8.84,-3.71
170,8770,호텔신라,1.78579E+12,2025-11-28,-8.82,-3.81,-6.76,13.04,-1.43
171,112610,씨에스윈드,1.748E+12,2025-11-28,-9.4,-0.84,-6.96,-2.24,2.77
172,20560,아시아나항공,1.69736E+12,2025-11-28,-7.42,-14.26,-17.27,-25.02,-5.1
173,11210,현대위아,1.69153E+12,2025-11-28,11.27,23.17,46.35,49.52,18.17
174,73240,금호타이어,1.68335E+12,2025-11-28,22.85,18.5,37.24,20.33,0.68
175,483650,달바글로벌,1.66643E+12,2025-11-28,-11.3,-26.03,-0.81,,4.07
176,6360,GS건설,1.65343E+12,2025-11-28,2.49,2.22,-14.51,-1.43,-0.36
177,85620,미래에셋생명,1.64802E+12,2025-11-28,8.26,31.13,68.66,77.33,0.32
178,267270,HD현대건설기계,1.62814E+12,2025-11-28,-13.07,6.35,37.13,48.89,-0.64
179,5070,코스모신소재,1.61416E+12,2025-11-28,-18.87,11.2,53.95,-25.9,-7.35
180,23590,다우기술,1.60847E+12,2025-11-28,-5.53,3.61,45.44,94.31,3.77
181,6280,녹십자,1.58469E+12,2025-11-28,1.73,2.88,8.65,-9.48,13.05
182,34230,파라다이스,1.57551E+12,2025-11-28,-11.11,-16.42,31.05,69.65,-5.22
183,161890,한국콜마,1.57446E+12,2025-11-28,-14.16,-14.27,-18.76,22.61,-8.4
184,457190,이수스페셜티케미컬,1.57083E+12,2025-11-28,-12.46,12.19,22.79,40.54,9.23
185,395400,SK리츠,1.56127E+12,2025-11-28,-2.05,4.78,9.58,11.09,9.51
186,7310,오뚜기,1.55905E+12,2025-11-28,-0.64,0.78,-0.38,-4.42,-0.13
187,375500,DL이앤씨,1.55742E+12,2025-11-28,-4.96,-5.85,-16.92,23.09,1.37
188,32350,롯데관광개발,1.53273E+12,2025-11-28,1,17.14,64.7,118.98,15.2
189,47040,대우건설,1.46299E+12,2025-11-28,-9.28,-7.25,-15.99,-6.01,5.11
190,17960,한국카본,1.4171E+12,2025-11-28,-28.35,-12.92,28.47,149.32,15.02
191,7340,DN오토모티브,1.41011E+12,2025-11-28,3.43,-9.74,9.05,25.98,1.66
192,3570,SNT다이내믹스,1.40825E+12,2025-11-28,-32.46,-31.69,5.09,112.81,9.8
193,3090,대웅,1.38959E+12,2025-11-28,5.75,-0.42,24.03,8.14,-5.86
194,3540,대신증권,1.37596E+12,2025-11-28,-4.75,-1.09,31.55,58.94,1.66
195,80,하이트진로,1.31921E+12,2025-11-28,-1.16,-2.34,-3.69,-10.85,0.69
196,670,영풍,1.30893E+12,2025-11-28,51.22,78.39,85.14,58.74,-27.37
197,77970,STX엔진,1.30682E+12,2025-11-28,-10.94,-19.43,40.6,69.97,5.53
198,294870,HDC현대산업개발,1.29376E+12,2025-11-28,-2.09,-1.75,-16.65,-4.94,5.45
199,300720,한일시멘트,1.29072E+12,2025-11-28,-5.65,-8.07,-5.39,18.98,9.86
200,1800,오리온홀딩스,1.26857E+12,2025-11-28,5.03,-1.46,9.11,24.08,1.48
1,5930,삼성전자,7.09765E+14,2025-12-30,19.3,42.91,100.5,125.38,33.86
2,660,SK하이닉스,4.7393E+14,2025-12-30,22.83,87.34,122.95,274.35,39.63
3,373220,LG에너지솔루션,8.6229E+13,2025-12-30,-9.68,6.04,24.07,5.89,8.01
4,207940,삼성바이오로직스,7.84632E+13,2025-12-30,5.48,15.52,16.1,21.36,2.95
5,5380,현대차,6.07107E+13,2025-12-30,13.38,37.91,45.7,39.86,68.63
6,329180,HD현대중공업,5.34253E+13,2025-12-30,-4.86,-1.17,18.79,77.04,12.97
7,402340,SK스퀘어,4.86081E+13,2025-12-30,23.49,82.63,101.09,364.06,54.89
8,12450,한화에어로스페이스,4.85212E+13,2025-12-30,10.45,-15,10.97,192.69,38.15
9,34020,두산에너빌리티,4.82343E+13,2025-12-30,-1.44,20.1,10.09,329.06,20.32
10,105560,KB금융,4.75683E+13,2025-12-30,-0.08,7.97,12.44,50.42,8.42
11,270,기아,4.75523E+13,2025-12-30,6.75,20.95,25.7,20.95,25.29
12,68270,셀트리온,4.18039E+13,2025-12-30,-2.48,4.38,13.41,0.22,16.02
13,28260,삼성물산,4.07094E+13,2025-12-30,6.44,29.74,48.39,108.62,25.89
14,35420,NAVER,3.80368E+13,2025-12-30,-0.61,-9.68,-7.62,21.92,13.4
15,55550,신한지주,3.73346E+13,2025-12-30,-1.41,8.62,25.24,61.39,9.62
16,42660,한화오션,3.48086E+13,2025-12-30,5.38,2.99,43.07,204.15,21.92
17,12330,현대모비스,3.38433E+13,2025-12-30,20.52,24.96,29.97,57.72,20.38
18,32830,삼성생명,3.152E+13,2025-12-30,3.07,0.64,23.7,66.24,19.48
19,15760,한국전력,3.03007E+13,2025-12-30,-10.1,30.93,20.1,135.41,23.52
20,9540,HD한국조선해양,2.88047E+13,2025-12-30,-0.73,-0.97,11.2,78.51,1.6
21,267260,HD현대일렉트릭,2.79005E+13,2025-12-30,-0.13,32.99,52.66,102.62,14.86
22,35720,카카오,2.65897E+13,2025-12-30,2.39,0.84,0.17,57.33,2.16
23,86790,하나금융지주,2.61905E+13,2025-12-30,0.86,7.91,9.04,65.67,6.38
24,5490,POSCO홀딩스,2.46846E+13,2025-12-30,-1.45,10.51,16.86,20.32,13.93
25,10130,고려아연,2.45608E+13,2025-12-30,-1.94,42.89,60.68,30.82,43.16
26,51910,LG화학,2.35073E+13,2025-12-30,-10.96,19.78,57.45,33.2,-6.76
27,810,삼성화재,2.28675E+13,2025-12-30,3.22,10.08,14.52,38.63,0.8
28,6400,삼성SDI,2.17178E+13,2025-12-30,-10.02,31.46,55.96,11.22,44.71
29,10140,삼성중공업,2.1208E+13,2025-12-30,-2.03,10.05,43.79,113.27,22.2
30,316140,우리금융지주,2.05541E+13,2025-12-30,5.46,7.9,24.72,82.17,8.04
31,64350,현대로템,2.05078E+13,2025-12-30,6.94,-14.2,-4.38,278.07,22.67
32,138040,메리츠금융지주,1.98176E+13,2025-12-30,4.14,-0.35,0.53,8.75,3.09
33,11200,HMM,1.93364E+13,2025-12-30,7.11,2.24,-8.89,16.08,-2.44
34,9150,삼성전기,1.90469E+13,2025-12-30,1.59,31.78,89.31,105.98,9.41
35,34730,SK,1.85969E+13,2025-12-30,-3.39,22.14,25.43,95.06,30.02
36,0126Z0,삼성에피스홀딩스,1.84881E+13,2025-12-30,73.19,,,,-18.44
37,96770,SK이노베이션,1.71081E+13,2025-12-30,-12,0.7,-17.32,-9.64,10.67
38,33780,KT&G,1.67645E+13,2025-12-30,-2.34,6.36,11.28,32.68,8.3
39,24110,기업은행,1.67061E+13,2025-12-30,1.95,7.66,14.73,46.2,5.73
40,3670,포스코퓨처엠,1.66329E+13,2025-12-30,-9.44,30.31,47.94,35.76,19.52
41,298040,효성중공업,1.6607E+13,2025-12-30,-6.31,32.91,99.89,353.18,46.15
42,66570,LG전자,1.49693E+13,2025-12-30,7.36,21.56,24.53,10.06,7.83
43,267250,HD현대,1.48902E+13,2025-12-30,-4.07,21.3,45.56,138.01,24.14
44,352820,하이브,1.40476E+13,2025-12-30,10.18,24.06,6.8,70.63,13.33
45,10120,LS ELECTRIC,1.38E+13,2025-12-30,0,61.69,53.85,186.07,23.04
46,86280,현대글로비스,1.3545E+13,2025-12-30,9.85,9.19,33.98,52.92,34
47,18260,삼성에스디에스,1.32703E+13,2025-12-30,1.78,4.45,1.12,34.19,0.93
48,30200,KT,1.32563E+13,2025-12-30,4.37,4.16,-5.57,19.95,8.17
49,6800,미래에셋증권,1.32415E+13,2025-12-30,6.87,9.37,8.86,190.79,83.08
50,150,두산,1.26474E+13,2025-12-30,-10.84,44.36,19.05,206.27,8.96
51,3550,LG,1.24457E+13,2025-12-30,2.41,12.08,1.38,12.08,13.63
52,42700,한미반도체,1.21428E+13,2025-12-30,3.07,32.02,24.9,54.42,65.62
53,259960,크래프톤,1.16613E+13,2025-12-30,-4.47,-15.9,-32.23,-21.28,3.25
54,17670,SK텔레콤,1.14913E+13,2025-12-30,0,-1.47,-5.64,-3.08,35.51
55,47810,한국항공우주,1.11512E+13,2025-12-30,5.05,5.93,27.39,108.38,47.12
56,323410,카카오뱅크,1.03034E+13,2025-12-30,-0.23,-9.05,-28,2.61,6.02
57,272210,한화시스템,1.02772E+13,2025-12-30,17.75,-8.57,-6.21,140.71,73.16
58,326030,SK바이오팜,9.75783E+12,2025-12-30,-10.87,22.88,35.43,12.15,-5.3
59,10950,S-Oil,9.34437E+12,2025-12-30,8.21,33.01,38.56,51.46,27.59
60,5830,DB손해보험,9.28188E+12,2025-12-30,5.3,-5.34,6.33,27.53,8.77
61,3230,삼양식품,9.27314E+12,2025-12-30,-14.81,-19.49,-11.76,60.92,-4.14
62,79550,LIG넥스원,9.262E+12,2025-12-30,9.92,-17.93,-22.04,90.93,14.37
63,307950,현대오토에버,9.10476E+12,2025-12-30,64.36,117.42,94.61,163.28,39.01
64,71050,한국금융지주,9.01089E+12,2025-12-30,0.81,11.52,15.83,126.79,33.27
65,100,유한양행,8.98845E+12,2025-12-30,-7.87,-5.63,7.87,-5.94,-3.91
66,7660,이수페타시스,8.75038E+12,2025-12-30,-17.22,67.18,127.92,348.15,-1.43
67,47050,포스코인터내셔널,8.72577E+12,2025-12-30,-7.46,2.37,-0.2,25.09,25.81
68,443060,HD현대마린솔루션,8.67445E+12,2025-12-30,3.98,-7.86,-5.84,19.89,-5.22
69,278470,에이피알,8.64648E+12,2025-12-30,-9.59,-7.6,49.81,362,16.88
70,3490,대한항공,8.30338E+12,2025-12-30,3.2,-0.88,-1.53,-0.22,3.33
71,180640,한진칼,8.27852E+12,2025-12-30,21.09,23.38,4.91,64.46,-8.95
72,720,현대건설,7.80604E+12,2025-12-30,4.63,28.86,-10.7,175.98,46.36
73,39490,키움증권,7.7367E+12,2025-12-30,6.04,18.16,26.42,149.14,53.2
74,5940,NH투자증권,7.51887E+12,2025-12-30,2.18,8.65,5.55,51.25,28.2
75,161390,한국타이어앤테크놀로지,7.22192E+12,2025-12-30,-5.2,52.02,46.67,51.82,8.92
76,90430,아모레퍼시픽,6.98988E+12,2025-12-30,-3.86,-2.29,-12.58,14.03,16.15
77,16360,삼성증권,6.73322E+12,2025-12-30,-4.31,5.16,2.45,73.33,20.16
78,377300,카카오페이,6.63563E+12,2025-12-30,-1.01,-8.74,-35.98,87.05,29.12
79,29780,삼성카드,6.47651E+12,2025-12-30,1.82,6.88,13.16,41.7,1.61
80,11070,LG이노텍,6.41379E+12,2025-12-30,14.35,44.3,83.85,67.28,-9.59
81,6260,LS,6.33683E+12,2025-12-30,11.74,19.7,1.47,111.98,14.56
