종목코드,종목명,시장구분,시가총액(억)
012690,모나리자,KOSPI,852
045660,에이텍,KOSDAQ,850
037440,희림,KOSDAQ,850
215790,이노인스트루먼트,KOSDAQ,849
136410,아셈스,KOSDAQ,849
142280,녹십자엠에스,KOSDAQ,849
217500,러셀,KOSDAQ,847
052900,KX하이텍,KOSDAQ,846
215360,우리산업,KOSDAQ,844
111710,남화산업,KOSDAQ,844
089850,유비벨록스,KOSDAQ,842
004720,팜젠사이언스,KOSPI,840
378800,샤페론,KOSDAQ,839
049180,셀루메드,KOSDAQ,839
006880,신송홀딩스,KOSPI,838
183490,엔지켐생명과학,KOSDAQ,837
340360,다보링크,KOSDAQ,837
123420,위메이드플레이,KOSDAQ,836
296160,프로젠,KONEX,833
212710,아이에스티이,KOSDAQ,830
208140,정다운,KOSDAQ,828
475430,키스트론,KOSDAQ,828
261520,이지스,KOSDAQ,827
168330,내츄럴엔도텍,KOSDAQ,825
000850,화천기공,KOSPI,825
321820,아티스트컴퍼니,KOSDAQ,824
007590,동방아그로,KOSPI,821
222110,팬젠,KOSDAQ,820
041460,한국전자인증,KOSDAQ,818
241790,티이엠씨씨엔에스,KOSDAQ,817
017650,대림제지,KOSDAQ,817
104620,노랑풍선,KOSDAQ,816
204840,지엘팜텍,KOSDAQ,815
175250,아이큐어,KOSDAQ,815
018500,동원금속,KOSPI,814
010040,한국내화,KOSPI,813
066980,한성크린텍,KOSDAQ,812
013700,까뮤이앤씨,KOSPI,812
011390,부산산업,KOSPI,811
053450,세코닉스,KOSDAQ,810
412540,제일엠앤에스,KOSDAQ,810
120115,코오롱인더우,KOSPI,809
435570,에르코스,KOSDAQ,808
458350,에스팀,KOSDAQ,807
408900,스튜디오미르,KOSDAQ,807
134580,탑코미디어,KOSDAQ,805
317690,퀀타매트릭스,KOSDAQ,805
032540,TJ미디어,KOSDAQ,804
039020,이건홀딩스,KOSDAQ,804
302430,이노메트리,KOSDAQ,803
054930,유신,KOSDAQ,802
037760,쎄니트,KOSDAQ,801
153710,옵티팜,KOSDAQ,799
061040,알에프텍,KOSDAQ,798
000725,현대건설우,KOSPI,797
001470,삼부토건,KOSPI,796
456570,아이엠지티,KONEX,796
222160,NPX,KOSDAQ,795
159580,제로투세븐,KOSDAQ,795
246690,TS인베스트먼트,KOSDAQ,795
061250,화일약품,KOSDAQ,793
053050,지에스이,KOSDAQ,793
006090,사조오양,KOSPI,791
049470,비트플래닛,KOSDAQ,791
009770,삼정펄프,KOSPI,789
076610,해성옵틱스,KOSDAQ,789
317850,대모,KOSDAQ,786
001550,조비,KOSPI,786
069730,DSR제강,KOSPI,784
446840,지슨,KOSDAQ,783
043710,서울리거,KOSDAQ,783
024950,삼천리자전거,KOSDAQ,783
004590,한국가구,KOSDAQ,783
480370,씨케이솔루션,KOSPI,782
033170,시그네틱스,KOSDAQ,782
016090,대현,KOSPI,780
094850,참좋은여행,KOSDAQ,779
039240,경남스틸,KOSDAQ,779
290660,네오펙트,KOSDAQ,779
162300,신스틸,KOSDAQ,778
155650,와이엠씨,KOSDAQ,777
260930,씨티케이,KOSDAQ,775
0010F0,보원케미칼,KOSDAQ,775
145170,노브랜드,KOSDAQ,775
004830,덕성,KOSPI,774
321260,프로이천,KOSDAQ,773
043650,국순당,KOSDAQ,773
417790,트루엔,KOSDAQ,772
226330,신테카바이오,KOSDAQ,771
317870,엔바이오니아,KOSDAQ,770
127710,아시아경제,KOSDAQ,768
127980,화인써키트,KOSDAQ,764
002795,아모레퍼시픽홀딩스우,KOSPI,764
042940,상지건설,KOSDAQ,762
024900,디와이덕양,KOSPI,762
180060,탑선,KONEX,760
067920,이글루,KOSDAQ,759
004540,깨끗한나라,KOSPI,759
033310,엠투엔,KOSDAQ,757
024910,경창산업,KOSDAQ,757
012790,신일제약,KOSDAQ,757
003925,남양유업우,KOSPI,756
307870,비투엔,KOSDAQ,755
246960,SCL사이언스,KOSDAQ,753
047400,유니온머티리얼,KOSPI,753
058730,다스코,KOSPI,752
053350,이니텍,KOSDAQ,752
479960,위너스일렉,KOSDAQ,751
900260,로스웰,KOSDAQ,751
037230,한국팩키지,KOSDAQ,750
099410,동방선기,KOSDAQ,750
027050,코리아나,KOSDAQ,748
0013V0,삼진식품,KOSDAQ,746
010280,아이티센엔텍,KOSDAQ,745
306040,에스제이그룹,KOSDAQ,744
234100,폴라리스세원,KOSDAQ,744
017480,삼현철강,KOSDAQ,744
066430,아이로보틱스,KOSDAQ,742
060310,3S,KOSDAQ,741
331380,포커스에이아이,KOSDAQ,740
036000,예림당,KOSDAQ,740
222420,쎄노텍,KOSDAQ,740
072130,유엔젤,KOSPI,737
372910,한컴라이프케어,KOSPI,737
052220,iMBC,KOSDAQ,737
950200,소마젠,KOSDAQ,736
072470,우리산업홀딩스,KOSDAQ,736
299900,위지윅스튜디오,KOSDAQ,735
129260,인터지스,KOSPI,734
010470,오리콤,KOSDAQ,734
198440,강동씨앤엘,KOSDAQ,733
347740,피엔케이피부임상연구센타,KOSDAQ,732
457370,한켐,KOSDAQ,732
003780,진양산업,KOSPI,731
065500,오리엔트정공,KOSDAQ,731
000220,유유제약,KOSPI,728
219550,디와이디,KOSDAQ,724
460870,에스엠씨지,KOSDAQ,724
042110,에스씨디,KOSDAQ,724
082210,옵트론텍,KOSDAQ,723
393210,토마토시스템,KOSDAQ,721
317530,캐리소프트,KOSDAQ,720
373200,엑스플러스,KOSDAQ,719
104540,코렌텍,KOSDAQ,719
040610,SG&G,KOSDAQ,719
072990,에이치시티,KOSDAQ,719
036120,서울평가정보,KOSDAQ,718
234920,자이글,KOSDAQ,718
153460,네이블,KOSDAQ,718
189330,씨이랩,KOSDAQ,717
289220,자이언트스텝,KOSDAQ,717
001465,BYC우,KOSPI,717
006980,우성,KOSPI,716
068330,일신바이오,KOSDAQ,715
040350,크레오에스지,KOSDAQ,714
459550,알트,KOSDAQ,714
206560,덱스터,KOSDAQ,714
015710,코콤,KOSDAQ,713
000910,유니온,KOSPI,713
001620,케이비아이동국실업,KOSPI,710
155660,DSR,KOSPI,708
002140,고려산업,KOSPI,705
036670,삼양케이씨아이,KOSDAQ,705
111110,호전실업,KOSPI,705
087260,모바일어플라이언스,KOSDAQ,704
095910,에스에너지,KOSDAQ,704
170790,파이오링크,KOSDAQ,703
009835,한화솔루션우,KOSPI,701
288620,에스퓨얼셀,KOSDAQ,700
039420,케이엘넷,KOSDAQ,699
318160,셀바이오휴먼텍,KOSDAQ,699
080010,이상네트웍스,KOSDAQ,698
332370,아이디피,KOSDAQ,698
064240,홈캐스트,KOSDAQ,697
006370,대구백화점,KOSPI,696
070300,엑스큐어,KOSDAQ,696
073640,테라사이언스,KOSDAQ,695
333620,엔시스,KOSDAQ,695
250030,진코스텍,KONEX,687
232830,아이티센피엔에스,KOSDAQ,686
005670,푸드웰,KOSDAQ,686
373160,데이원컴퍼니,KOSDAQ,685
002760,보락,KOSPI,684
196300,HLB펩,KOSDAQ,681
199550,레이저옵텍,KOSDAQ,680
256630,포인트엔지니어링,KOSDAQ,679
37550K,DL이앤씨우,KOSPI,679
291650,압타머사이언스,KOSDAQ,679
063440,SM Life Design,KOSDAQ,674
010240,흥국,KOSDAQ,674
007370,진양제약,KOSDAQ,672
092440,기신정기,KOSPI,671
037330,인지디스플레,KOSDAQ,671
122310,제노레이,KOSDAQ,670
109860,동일금속,KOSDAQ,670
239890,피엔에이치테크,KOSDAQ,670
002630,오리엔트바이오,KOSPI,669
352910,오비고,KOSDAQ,669
021050,서원,KOSPI,669
198080,캐프,KOSDAQ,667
052790,액토즈소프트,KOSDAQ,665
054300,팬스타엔터프라이즈,KOSDAQ,664
050960,수산아이앤티,KOSDAQ,663
092300,현우산업,KOSDAQ,660
038060,루멘스,KOSDAQ,659
218150,미래생명자원,KOSDAQ,659
092780,DYP,KOSPI,658
419080,엔젯,KOSDAQ,657
065170,비엘팜텍,KOSDAQ,655
053270,구영테크,KOSDAQ,655
089150,케이씨티,KOSDAQ,653
049550,잉크테크,KOSDAQ,652
189980,흥국에프엔비,KOSDAQ,652
009190,대양금속,KOSPI,650
088340,유라클,KOSDAQ,650
452300,캡스톤파트너스,KOSDAQ,648
452200,민테크,KOSDAQ,648
025560,미래산업,KOSPI,647
177900,쓰리에이로직스,KOSDAQ,646
096630,에스코넥,KOSDAQ,645
004910,조광페인트,KOSPI,643
089790,제이티,KOSDAQ,642
407400,꿈비,KOSDAQ,642
378850,화승알앤에이,KOSPI,641
088910,동우팜투테이블,KOSDAQ,640
351330,이삭엔지니어링,KOSDAQ,639
078590,휴림에이텍,KOSDAQ,639
004780,대륙제관,KOSDAQ,639
004410,서울식품,KOSPI,639
215090,솔디펜스,KOSDAQ,639
263690,디알젬,KOSDAQ,638
185490,아이진,KOSDAQ,638
0010V0,제이피아이헬스케어,KOSDAQ,636
005305,롯데칠성우,KOSPI,634
035460,기산텔레콤,KOSDAQ,634
303360,프로티아,KOSDAQ,633
014190,원익큐브,KOSDAQ,632
297570,알로이스,KOSDAQ,632
143540,영우디에스피,KOSDAQ,631
173940,에프엔씨엔터,KOSDAQ,631
384470,코어라인소프트,KOSDAQ,630
261200,덴티스,KOSDAQ,630
067170,오텍,KOSDAQ,629
100030,인지소프트,KOSDAQ,628
452160,제이엔비,KOSDAQ,628
237820,플레이디,KOSDAQ,627
413640,비아이매트릭스,KOSDAQ,627
008370,원풍,KOSDAQ,626
097800,윈팩,KOSDAQ,626
001840,이화공영,KOSDAQ,625
004770,써니전자,KOSPI,624
090410,덕신이피씨,KOSDAQ,623
094970,제이엠티,KOSDAQ,623
365590,하이딥,KOSDAQ,623
033830,티비씨,KOSDAQ,623
277070,린드먼아시아,KOSDAQ,622
066360,체리부로,KOSDAQ,622
033560,블루콤,KOSDAQ,620
294090,이오플로우,KOSDAQ,619
357250,미래에셋맵스리츠,KOSPI,619
053980,오상자이엘,KOSDAQ,619
004450,삼화왕관,KOSPI,618
137080,나래나노텍,KOSDAQ,618
053620,태양,KOSDAQ,617
465480,인스피언,KOSDAQ,616
045340,토탈소프트,KOSDAQ,616
450330,하스,KOSDAQ,614
004920,씨아이테크,KOSPI,612
093240,형지엘리트,KOSPI,612
114450,그린생명과학,KOSDAQ,612
007815,코리아써우,KOSPI,610
017180,명문제약,KOSPI,610
340440,세림B&G,KOSDAQ,610
046310,백금T&A,KOSDAQ,609
007680,대원,KOSDAQ,607
011330,유니켐,KOSPI,606
238120,얼라인드,KOSDAQ,606
200350,아티스트스튜디오,KOSDAQ,606
369370,블리츠웨이엔터테인먼트,KOSDAQ,603
038010,제일테크노스,KOSDAQ,603
041650,상신브레이크,KOSPI,602
049800,우진플라임,KOSPI,602
053950,경남제약,KOSDAQ,600
419120,산돌,KOSDAQ,600
466410,사이냅소프트,KOSDAQ,599
430690,한싹,KOSDAQ,599
037950,엘컴텍,KOSDAQ,598
000890,보해양조,KOSPI,598
052460,아이크래프트,KOSDAQ,596
122350,삼기,KOSDAQ,593
471820,셀로맥스사이언스,KOSDAQ,592
223310,사토시홀딩스,KOSDAQ,592
038070,서린바이오,KOSDAQ,590
364950,에이아이코리아,KOSDAQ,589
311390,네오크레마,KOSDAQ,589
150900,파수,KOSDAQ,588
403490,우듬지팜,KOSDAQ,588
104200,NHN벅스,KOSDAQ,587
003465,유화증권우,KOSPI,586
072770,멤레이비티,KOSDAQ,585
014990,인디에프,KOSPI,585
007120,미래아이앤지,KOSPI,584
440290,HB인베스트먼트,KOSDAQ,583
001210,금호전기,KOSPI,582
28513K,SK케미칼우,KOSPI,581
099520,DGI,KOSDAQ,581
123700,SJM,KOSPI,581
075180,새론오토모티브,KOSPI,578
023350,한국종합기술,KOSPI,578
219420,링크제니시스,KOSDAQ,578
054780,키이스트,KOSDAQ,577
105760,포스뱅크,KOSDAQ,577
133820,화인베스틸,KOSPI,576
361570,알비더블유,KOSDAQ,574
010770,평화홀딩스,KOSPI,574
245620,EDGC,KOSDAQ,574
079000,와토스코리아,KOSDAQ,574
066130,하츠,KOSDAQ,572
006920,모헨즈,KOSDAQ,572
189690,포시에스,KOSDAQ,571
000950,전방,KOSPI,568
033200,모아텍,KOSDAQ,568
043910,자연과환경,KOSDAQ,568
122690,서진오토모티브,KOSDAQ,566
196450,코아시아씨엠,KOSDAQ,564
352700,씨앤투스,KOSDAQ,563
003475,유안타증권우,KOSPI,563
219750,한국비티비,KOSDAQ,561
011300,우성머티리얼스,KOSPI,561
432430,와이랩,KOSDAQ,561
025530,SJM홀딩스,KOSPI,559
355390,크라우드웍스,KOSDAQ,559
012280,영화금속,KOSPI,559
100660,서암기계공업,KOSDAQ,558
476080,M83,KOSDAQ,558
053160,프리엠스,KOSDAQ,558
007530,와이엠,KOSDAQ,558
090080,평화산업,KOSPI,557
033540,파라텍,KOSDAQ,556
190650,코리아에셋투자증권,KOSDAQ,555
221840,하이즈항공,KOSDAQ,555
056700,신화인터텍,KOSDAQ,555
340930,유일에너테크,KOSDAQ,555
273060,와이즈버즈,KOSDAQ,553
126640,화신정공,KOSDAQ,553
388610,지에프씨생명과학,KOSDAQ,552
006490,인스코비,KOSPI,552
260660,알리코제약,KOSDAQ,551
332290,누보,KOSDAQ,551
048770,TPC로보틱스,KOSDAQ,550
026940,부국철강,KOSPI,550
051490,나라엠앤디,KOSDAQ,549
179530,애드바이오텍,KOSDAQ,549
097870,효성오앤비,KOSDAQ,548
217480,에스디생명공학,KOSDAQ,547
215380,우정바이오,KOSDAQ,546
314140,알피바이오,KOSDAQ,545
171010,램테크놀러지,KOSDAQ,544
016600,큐캐피탈,KOSDAQ,543
045510,정원엔시스,KOSDAQ,543
081580,성우전자,KOSDAQ,542
023960,에쓰씨엔지니어링,KOSPI,540
007610,선도전기,KOSPI,540
106240,파인테크닉스,KOSDAQ,539
013720,THE CUBE&,KOSDAQ,539
003080,SB성보,KOSPI,539
065130,탑엔지니어링,KOSDAQ,539
064480,브리지텍,KOSDAQ,536
229000,젠큐릭스,KOSDAQ,536
307280,원바이오젠,KOSDAQ,535
148250,알엔투테크놀로지,KOSDAQ,534
434480,모니터랩,KOSDAQ,533
066670,디티씨,KOSDAQ,532
002410,범양건영,KOSPI,531
012160,영흥,KOSPI,530
189860,서전기전,KOSDAQ,527
057540,옴니시스템,KOSDAQ,526
032860,더라미,KOSDAQ,526
032960,동일기연,KOSDAQ,526
460470,아이빔테크놀로지,KOSDAQ,526
199480,뱅크웨어글로벌,KOSDAQ,526
258610,케일럼,KOSDAQ,526
060850,영림원소프트랩,KOSDAQ,526
119500,포메탈,KOSDAQ,525
417860,오브젠,KOSDAQ,525
250000,보라티알,KOSDAQ,524
103840,우양,KOSDAQ,523
069410,엔텔스,KOSDAQ,523
027740,마니커,KOSPI,523
073540,에프알텍,KOSDAQ,521
086040,바이오톡스텍,KOSDAQ,521
160550,NEW,KOSDAQ,520
288980,모아데이타,KOSDAQ,519
241840,에이스토리,KOSDAQ,518
300120,라온피플,KOSDAQ,518
444530,심플랫폼,KOSDAQ,518
290090,트윔,KOSDAQ,517
263700,케어랩스,KOSDAQ,516
011420,갤럭시아에스엠,KOSPI,516
263810,상신전자,KOSDAQ,515
096610,알에프세미,KOSDAQ,515
123010,알엔티엑스,KOSDAQ,514
009320,아진전자부품,KOSPI,514
006125,SK디스커버리우,KOSPI,514
073110,엘엠에스,KOSDAQ,513
186230,그린플러스,KOSDAQ,513
466910,엔에이치스팩30호,KOSDAQ,513
073570,리튬포어스,KOSDAQ,511
320000,한울반도체,KOSDAQ,511
043340,에쎈테크,KOSDAQ,510
020760,일진디스플,KOSPI,509
129890,앱코,KOSDAQ,508
335810,프리시젼바이오,KOSDAQ,508
097780,에코볼트,KOSDAQ,507
128540,에코캡,KOSDAQ,507
038880,아이에이,KOSDAQ,507
464500,아이언디바이스,KOSDAQ,506
044960,이글벳,KOSDAQ,506
393970,대진첨단소재,KOSDAQ,504
481850,신한글로벌액티브리츠,KOSPI,503
026040,제이에스티나,KOSDAQ,502
025880,케이씨피드,KOSDAQ,501
376290,씨유테크,KOSDAQ,501
376180,피코그램,KOSDAQ,500
051390,YW,KOSDAQ,500
002290,삼일기업공사,KOSDAQ,499
224110,에이텍모빌리티,KOSDAQ,499
091590,남화토건,KOSDAQ,498
011230,삼화전자,KOSPI,498
087600,픽셀플러스,KOSDAQ,498
003060,에이프로젠바이오로직스,KOSPI,498
080520,오디텍,KOSDAQ,495
263770,유에스티,KOSDAQ,495
200780,비씨월드제약,KOSDAQ,493
001380,SG글로벌,KOSPI,493
008420,문배철강,KOSPI,493
002920,유성기업,KOSPI,492
000215,DL우,KOSPI,492
178780,일월지엠엘,KOSDAQ,492
020180,대신정보통신,KOSDAQ,491
450520,인스웨이브,KOSDAQ,491
363250,진시스템,KOSDAQ,490
258790,소프트캠프,KOSDAQ,490
031310,아이즈비전,KOSDAQ,490
220180,핸디소프트,KOSDAQ,488
420570,제이투케이바이오,KOSDAQ,486
363260,모비데이즈,KOSDAQ,485
019770,서연탑메탈,KOSDAQ,485
037370,EG,KOSDAQ,484
35320K,대덕전자1우,KOSPI,484
257990,나우코스,KONEX,483
001000,신라섬유,KOSDAQ,480
082660,코스나인,KOSDAQ,478
271830,팸텍,KOSDAQ,477
006050,국영지앤엠,KOSDAQ,477
057030,YBM넷,KOSDAQ,476
418250,시큐레터,KOSDAQ,476
336060,웨이버스,KOSDAQ,475
052600,한네트,KOSDAQ,475
464280,티디에스팜,KOSDAQ,474
066910,손오공,KOSDAQ,473
140430,카티스,KOSDAQ,471
140520,대창스틸,KOSDAQ,471
023440,제이스코홀딩스,KOSDAQ,469
058110,멕아이씨에스,KOSDAQ,469
373170,엠아이큐브솔루션,KOSDAQ,468
016670,디모아,KOSDAQ,467
308170,씨티알모빌리티,KOSPI,467
051630,진양화학,KOSPI,467
153490,우리이앤엘,KOSDAQ,466
203450,유니온바이오메트릭스,KOSDAQ,466
065950,웰크론,KOSDAQ,465
083550,케이엠,KOSDAQ,464
022220,티케이지애강,KOSDAQ,463
069460,대호에이엘,KOSPI,463
354200,엔젠바이오,KOSDAQ,462
359090,씨엔알리서치,KOSDAQ,462
068050,팬엔터테인먼트,KOSDAQ,462
049830,승일,KOSDAQ,462
475460,미트박스,KOSDAQ,461
469750,아이비젼웍스,KOSDAQ,461
351870,차이커뮤니케이션,KOSDAQ,460
208710,포톤,KOSDAQ,459
050860,아세아텍,KOSDAQ,457
101240,씨큐브,KOSDAQ,457
024120,KB오토시스,KOSDAQ,457
208860,다산디엠씨,KOSDAQ,456
008250,이건산업,KOSPI,455
008870,금비,KOSPI,454
200230,텔콘RF제약,KOSDAQ,454
256150,한독크린텍,KOSDAQ,453
123570,이엠넷,KOSDAQ,453
206400,베노티앤알,KOSDAQ,452
080530,코디,KOSDAQ,452
000760,이화산업,KOSPI,452
014570,고려제약,KOSDAQ,452
286750,나노실리칸첨단소재,KOSDAQ,451
200580,메디쎄이,KONEX,451
065650,하이퍼코퍼레이션,KOSDAQ,450
005030,부산주공,KOSPI,450
317240,TS트릴리온,KOSDAQ,450
277410,인산가,KOSDAQ,450
451700,엔에이치스팩29호,KOSDAQ,449
195500,마니커에프앤지,KOSDAQ,448
462510,라메디텍,KOSDAQ,448
290560,파라택시스이더리움,KOSDAQ,448
270520,앱튼,KOSDAQ,448
074610,이엔플러스,KOSPI,448
003535,한화투자증권우,KOSPI,447
462980,아이지넷,KOSDAQ,445
356890,싸이버원,KOSDAQ,445
254120,자비스,KOSDAQ,443
383930,디티앤씨알오,KOSDAQ,443
239610,에이치엘사이언스,KOSDAQ,442
039290,인포뱅크,KOSDAQ,441
288330,파라택시스코리아,KOSDAQ,441
057680,티사이언티픽,KOSDAQ,441
475660,에스켐,KOSDAQ,440
075970,동국알앤에스,KOSDAQ,440
013810,스페코,KOSDAQ,440
064520,테크엘,KOSDAQ,440
263020,디케이앤디,KOSDAQ,439
296640,이노에이엑스,KOSDAQ,439
318020,포인트모바일,KOSDAQ,439
122830,원포유,KONEX,438
038870,에코심플렉스,KOSDAQ,437
133750,메가엠디,KOSDAQ,436
357430,마스턴프리미어리츠,KOSPI,435
145270,케이탑리츠,KOSPI,434
109820,진매트릭스,KOSDAQ,434
025750,한솔홈데코,KOSPI,434
455180,케이지에이,KOSDAQ,432
046390,삼화네트웍스,KOSDAQ,431
025440,DH오토웨어,KOSDAQ,431
002880,디와이에이,KOSPI,430
290120,DH오토리드,KOSDAQ,428
131100,티엔엔터테인먼트,KOSDAQ,427
090150,아이윈,KOSDAQ,425
351320,넥사다이내믹스,KOSDAQ,424
084870,TBH글로벌,KOSPI,424
424760,벨로크,KOSDAQ,424
290270,휴네시온,KOSDAQ,424
204020,그리티,KOSDAQ,424
043200,파루,KOSDAQ,423
006200,한국전자홀딩스,KOSPI,422
007720,소노스퀘어,KOSDAQ,422
221980,케이디켐,KOSDAQ,422
238490,힘스,KOSDAQ,420
002360,SH에너지화학,KOSPI,420
159910,에코글로우,KOSDAQ,418
021880,메이슨캐피탈,KOSDAQ,418
398120,에스지헬스케어,KOSDAQ,417
086060,진바이오텍,KOSDAQ,417
147760,피엠티,KOSDAQ,417
33637K,솔루스첨단소재1우,KOSPI,416
114630,폴라리스우노,KOSDAQ,415
032790,엠젠솔루션,KOSDAQ,414
270870,뉴트리,KOSDAQ,414
019490,엑시큐어하이트론,KOSPI,413
347770,핌스,KOSDAQ,412
429270,시지트로닉스,KOSDAQ,412
035200,프럼파스트,KOSDAQ,412
239340,이스트에이드,KOSDAQ,411
045060,오공,KOSDAQ,410
065370,위세아이텍,KOSDAQ,410
298060,에스씨엠생명과학,KOSDAQ,409
257370,피엔티엠에스,KOSDAQ,408
318000,KBG,KOSDAQ,407
195990,에이비프로바이오,KOSDAQ,407
228340,동양파일,KOSDAQ,407
050120,ES큐브,KOSDAQ,406
000040,KR모터스,KOSPI,405
317120,라닉스,KOSDAQ,405
075130,플랜티넷,KOSDAQ,405
017040,광명전기,KOSPI,403
387570,파인메딕스,KOSDAQ,403
318410,비비씨,KOSDAQ,402
340810,시선AI,KOSDAQ,402
169330,엠브레인,KOSDAQ,399
243870,아이티센코어,KONEX,398
148780,비큐AI,KOSDAQ,397
012620,원일특강,KOSDAQ,397
452980,신한제11호스팩,KOSDAQ,397
064090,인크레더블버즈,KOSDAQ,396
002870,신풍,KOSPI,396
309930,조이웍스앤코,KOSDAQ,394
001810,무림SP,KOSDAQ,394
353590,오토앤,KOSDAQ,393
010640,진양폴리,KOSPI,393
134790,시디즈,KOSPI,392
464580,닷밀,KOSDAQ,392
263920,휴엠앤씨,KOSDAQ,391
021650,한국큐빅,KOSDAQ,390
059100,아이컴포넌트,KOSDAQ,390
187270,신화콘텍,KOSDAQ,390
032580,피델릭스,KOSDAQ,388
027040,서울전자통신,KOSDAQ,388
142760,모아라이프플러스,KOSDAQ,386
017000,신원종합개발,KOSDAQ,385
027580,상보,KOSDAQ,385
102950,아하,KONEX,384
187220,디티앤씨,KOSDAQ,383
019175,신풍제약우,KOSPI,382
177830,파버나인,KOSDAQ,382
099390,브레인즈컴퍼니,KOSDAQ,382
130500,GH신소재,KOSDAQ,381
118000,메타케어,KOSPI,381
038620,위즈코프,KOSDAQ,380
056730,CNT85,KOSDAQ,378
005820,원림,KOSPI,378
146060,율촌,KOSDAQ,378
376980,원티드랩,KOSDAQ,376
112190,KC산업,KONEX,376
262840,아이퀘스트,KOSDAQ,376
024890,대원화성,KOSPI,375
210120,캔버스엔,KOSDAQ,375
053290,NE능률,KOSDAQ,375
312610,에이에프더블류,KOSDAQ,374
014910,성문전자,KOSPI,374
274400,이노시뮬레이션,KOSDAQ,374
225220,제놀루션,KOSDAQ,374
465770,STX그린로지스,KOSPI,372
009140,경인전자,KOSPI,372
002420,세기상사,KOSPI,371
342870,오아,KOSDAQ,371
291230,엔피,KOSDAQ,371
462310,뉴키즈온,KOSDAQ,371
310870,디와이씨,KOSDAQ,370
071850,캐스텍코리아,KOSDAQ,370
303530,이노뎁,KOSDAQ,369
377220,프롬바이오,KOSDAQ,369
090370,메타랩스,KOSPI,366
060540,에스에이티,KOSDAQ,365
285800,진영,KOSDAQ,365
006740,블루산업개발,KOSPI,364
005320,온타이드,KOSPI,364
438700,버넥트,KOSDAQ,364
900300,오가닉티코스메틱,KOSDAQ,363
009810,플레이그램,KOSPI,363
440320,오픈놀,KOSDAQ,362
196490,디에이테크놀로지,KOSDAQ,362
033050,제이엠아이,KOSDAQ,360
049120,파인디앤씨,KOSDAQ,360
131220,대한과학,KOSDAQ,360
109960,앱토크롬,KOSDAQ,359
284620,카이노스메드,KOSDAQ,359
290520,신도기연,KOSDAQ,359
094860,네오리진,KOSDAQ,359
044480,빌리언스,KOSDAQ,358
038530,케이바이오랩스,KOSDAQ,358
337840,유엑스엔,KONEX,358
162120,루켄테크놀러지스,KONEX,357
004365,세방우,KOSPI,357
038950,파인디지털,KOSDAQ,357
068940,셀피글로벌,KOSDAQ,357
019570,플루토스,KOSDAQ,356
066900,디에이피,KOSDAQ,355
123840,뉴온,KOSDAQ,353
263050,유틸렉스,KOSDAQ,353
013000,세우글로벌,KOSPI,352
051380,피씨디렉트,KOSDAQ,352
301300,바이브컴퍼니,KOSDAQ,350
079170,한창산업,KOSDAQ,350
023150,MH에탄올,KOSPI,350
001070,대한방직,KOSPI,349
431190,케이쓰리아이,KOSDAQ,348
367000,플래티어,KOSDAQ,348
067730,로지시스,KOSDAQ,348
900100,애머릿지,KOSDAQ,348
333050,이노테나,KOSDAQ,347
004870,티웨이홀딩스,KOSPI,345
335870,윙스풋,KOSDAQ,345
002690,동일제강,KOSPI,343
236810,엔비티,KOSDAQ,342
303030,지니틱스,KOSDAQ,342
446440,에피바이오텍,KONEX,342
023790,동일스틸럭스,KOSDAQ,341
024940,PN풍년,KOSDAQ,341
405920,나라셀라,KOSDAQ,340
009730,이렘,KOSDAQ,340
014130,한익스프레스,KOSPI,340
015260,에이엔피,KOSPI,339
005360,모나미,KOSPI,339
397810,애드포러스,KOSDAQ,338
446070,유니드비티플러스,KOSPI,337
089140,넥스턴앤롤코리아,KOSDAQ,337
900340,윙입푸드,KOSDAQ,337
900070,글로벌에스엠,KOSDAQ,337
354390,바스칸바이오제약,KONEX,337
018680,서울제약,KOSDAQ,336
252500,세화피앤씨,KOSDAQ,336
048470,대동스틸,KOSDAQ,334
227420,도부,KONEX,334
008470,부스타,KOSDAQ,334
088790,진도,KOSPI,332
054090,삼진엘앤디,KOSDAQ,331
054220,비츠로시스,KOSDAQ,331
002025,코오롱우,KOSPI,331
045300,성우테크론,KOSDAQ,331
900310,컬러레이,KOSDAQ,331
148930,에이치와이티씨,KOSDAQ,330
068100,케이웨더,KOSDAQ,330
138070,신진에스엠,KOSDAQ,328
495810,유비씨,KONEX,328
047080,한빛소프트,KOSDAQ,327
019660,글로본,KOSDAQ,326
109670,씨싸이트,KOSDAQ,326
115480,씨유메디칼,KOSDAQ,326
270210,에스알바이오텍,KONEX,324
063760,이엘피,KOSDAQ,323
131090,시큐브,KOSDAQ,323
032750,삼진,KOSDAQ,323
024070,WISCOM,KOSPI,321
009460,한창제지,KOSPI,320
304840,피플바이오,KOSDAQ,319
191410,육일씨엔에쓰,KOSDAQ,319
033250,체시스,KOSPI,319
003680,한성기업,KOSPI,319
039740,한국정보공학,KOSDAQ,319
050110,캠시스,KOSDAQ,317
115610,이미지스,KOSDAQ,316
069140,누리플랜,KOSDAQ,315
432980,엠에프씨,KOSDAQ,315
002820,SUN&L,KOSPI,314
010400,우진아이엔에스,KOSPI,312
091340,S&K폴리텍,KOSDAQ,312
258830,세종메디칼,KOSDAQ,312
377330,이지트로닉스,KOSDAQ,311
115160,휴맥스,KOSDAQ,310
096690,에이루트,KOSDAQ,310
101000,KS인더스트리,KOSDAQ,310
